index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes
3694,tm502151,A Remarkable Tale,MOVIE,A town at the edge of the missing take desperate measures to avoid it.,2019,PG,93,tt8296660,5.3,1159.0
3702,tm919106,Rising Phoenix,MOVIE,"The history and current standing of the Paralympic Games, which has grown to become the world's third largest sporting event.",2020,PG-13,105,tt10851618,8.1,1659.0
3704,ts87473,7SEEDS,SHOW,"Shy Natsu awakens as part of a group chosen to ensure the survival of humanity. Together, they have to survive on a changed Earth.",2019,TV-MA,25,tt9348718,6.3,1378.0
3705,tm467848,NiNoKuni,MOVIE,"Adapted from the video game series of the same name, NiNoKuni follows high school peers Yuu and Haru who must travel between two separate yet parallel worlds to help save their childhood friend, Kotona, whose life is in danger. In this magical quest complicated by love, the three teens will be tasked with making the ultimate choice.",2019,PG-13,106,tt9760504,6.1,3296.0
3709,ts190452,Stolen Away,SHOW,"A man gets caught in Colombian customs with drugs, his goal is to end up in prison to contact who kidnapped his daughter years ago.",2020,TV-14,48,tt10064124,7.1,2314.0
3713,ts251119,Hook,SHOW,"Despite their fathers' rivalry, two university students form a friendship at a boxing gym as they tackle family drama, romance and personal crises.",2020,TV-MA,43,tt12659696,6.5,25.0
3714,ts88821,I Hear You,SHOW,"Bei Er Duo, a girl from an ordinary family, dreams about studying in Japan to be a professional voice actor. However, her mother wants her to marry rich whilst she is young, leading to continuous blind dates which irritate Bei Er Duo. In her desperation to raise funds for studying overseas as well as helping her best friend Tang Li out of a crisis, Bei Er Duo joins a couple reality program, encountering top violin maker Ye Shu Wei.",2019,TV-14,45,tt10327440,7.3,560.0
3715,ts91034,Leila,SHOW,"In the forgotten margins of the segregated communities of a dystopian future, a woman searches for the daughter that she lost upon her arrest years ago.",2019,TV-MA,46,tt7259274,4.7,8796.0
3718,ts101060,Merry Happy Whatever,SHOW,A strong-willed patriarch must balance the demands of his complicated family with the stress of the Christmas season when his youngest daughter comes home for the holidays with a new boyfriend.,2019,TV-PG,26,tt9777322,6.4,4542.0
3720,ts88133,Well-Intended Love,SHOW,"In order to receive a bone marrow transplant quicker and be able to continue her career as an actress, Xia Lin enters into a secret marriage with Ling Yi Zhou, the CEO of a company. Despite the conspiracies and misunderstandings they encounter, the two find true love.",2019,TV-14,43,tt9886950,7.2,1433.0
3721,ts317497,The Neighbor,SHOW,"Javier is going through a bad patch: he can hardly make it to the end of the month, his business of T-shirts with de-motivational slogans is not quite getting the attention, and his relationship with Lola is shacking. The least thing he needed was for an alien to fall on him and transfer his powers to him before dying.",2019,TV-MA,30,tt9731222,6.5,2125.0
3723,ts216513,The Healing Powers of Dude,SHOW,"Noah, an 11-year-old boy with social anxiety disorder, has to start middle school, he turns to a mutt named Dude, a sarcastic emotional support dog who might need Noah as much as Noah needs him.",2020,TV-G,30,tt10540562,6.5,873.0
3732,ts218176,The Big Show Show,SHOW,"When Big Show's teenage daughter comes to live with him and his wife and two other daughters, he quickly becomes outnumbered and outsmarted. Despite being 7 feet tall and weighing 400 pounds, he is no longer the center of attention.",2020,TV-PG,26,tt10726356,6.3,2375.0
3733,ts217719,Basketball or Nothing,SHOW,the lives of the Chinle High School boys' basketball team based on the Navajo Nation reservation in Arizona.,2019,TV-PG,0,tt10698408,7.4,614.0
3734,tm885669,The Christmas Chronicles: Part Two,MOVIE,"Kate Pierce is reluctantly spending Christmas with her momâ€™s new boyfriend and his son Jack. But when the North Pole and Christmas are threatened to be destroyed, Kate and Jack are unexpectedly pulled into a new adventure with Santa Claus.",2020,PG,112,tt11057644,6.0,29280.0
3738,tm873159,The Yin-Yang Master: Dream of Eternity,MOVIE,"Qing Ming, the Yin-Yang Master, took his master's last wish and went to the Captial Tiandu City to attend the heaven ceremony.",2020,PG-13,132,tt11454718,6.4,4647.0
3740,ts88552,Go! Live Your Way,SHOW,"Charismatic MÃ­a gets a scholarship to an elite performing arts school, where she makes close friends but clashes with the owner's popular daughter.",2019,TV-Y7,40,tt9654086,6.7,606.0
3743,ts255418,Bad Boy Billionaires: India,SHOW,"This investigative docuseries explores the greed, fraud and corruption that built up - and ultimately brought down - India's most infamous tycoons.",2020,TV-14,0,tt12923630,7.9,3010.0
3746,ts83810,Cannon Busters,SHOW,"With a maintenance robot and a deadly fugitive tagging along, friendship droid S.A.M searches for its best friend, the heir to a kingdom under siege.",2019,TV-MA,24,tt5066664,6.7,1172.0
3747,ts252318,Million Dollar Beach House,SHOW,The competition is fierce â€” and the drama undeniable â€” as a group of young and hungry agents try to seal the deal on luxury listings in the Hamptons.,2020,TV-MA,28,tt12882136,4.2,804.0
3751,ts236332,Absurd Planet,SHOW,"A cast of quirky critters and Mother Nature herself narrate this funny science series, which peeks into the lives of Earth's most incredible animals.",2020,TV-PG,20,tt12027008,3.9,1459.0
3752,ts89331,My Husband Won't Fit,SHOW,"Kumiko and Kenichi meet in college and build a happy marriage together. But over time, an unusual problem threatens to destroy their relationship.",2019,TV-MA,34,tt10027946,6.7,798.0
3753,ts254767,"Whose Vote Counts, Explained",SHOW,"The right to vote is at the foundation of America's democracy. But not every vote is created equal. How does the system work, and can it be fixed?",2020,TV-PG,25,tt13005714,7.3,1139.0
3757,ts237071,The Forest of Love: Deep Cut,SHOW,Nothing's as it seems when a charismatic conman and an aspiring film crew delve into the lives of two emotionally scarred women.,2020,TV-MA,0,tt12079236,6.8,426.0
3759,ts84639,revisions,SHOW,"An isolated city. An unknown enemy. An uncertain past and a prophecy of the future. The children fight the ""future"" to bring back the ""present"". No matter what, they're going home...",2019,TV-MA,22,tt9522354,5.9,598.0
3761,ts191285,The Prince of Tennis ~ Match! Tennis Juniors ~,SHOW,A tennis whiz beats the odds to excel on the court while juggling school and inspiring teammates. Based on the hit manga series by Takeshi Konomi.,2019,TV-PG,45,tt10097916,7.6,206.0
3765,ts87372,Ultramarine Magmell,SHOW,"One day in the middle of the pacific ocean a miracle occurred, a new continent appeared out of nowhere! The new continent was the home for new and mysterious plants, creatures and minerals!

Humanity is excited as the age of exploration has returned.",2019,TV-14,24,tt11025120,6.0,610.0
3770,tm960414,A California Christmas,MOVIE,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family's land before Christmas.",2020,PG-13,106,tt13055780,5.8,9721.0
3774,ts90789,Jailbirds,SHOW,"At the Sacramento County Jail, incarcerated women fight the power and one another as they try to make the best of life -- and love -- on the inside.",2019,TV-MA,44,tt1176289,7.0,1160.0
3775,ts256606,Trial 4,SHOW,"Charged as a teen in the 1993 killing of a Boston cop, Sean K. Ellis fights to prove his innocence while exposing police corruption and systemic racism.",2020,TV-MA,55,tt13363298,7.4,2039.0
3777,ts107963,Restaurants on the Edge,SHOW,Three food and design experts travel the world to revive failing restaurants by connecting them to the local culture beyond their gorgeous views.,2019,TV-14,46,tt8784324,6.7,972.0
3782,ts227412,Shaun the Sheep: Adventures from Mossy Bottom,SHOW,"Clever sheep Shaun, loyal dog Bitzer and the rest of the Mossy Bottom gang cook up oodles of fun and mischief on the farm.",2020,TV-Y7,6,tt11983342,8.1,551.0
3783,ts87698,Examination of Conscience,SHOW,"Allegations of child sexual abuse in Spain's Catholic institutions are examined in interviews with survivors, clergy, journalists and other experts.",2019,TV-MA,51,tt9584024,7.8,422.0
3784,ts87680,Playing with Fire,SHOW,Three prosperous women -- including a mother and her daughter -- fall for a seductive man in Colombia's Coffee Triangle.,2019,TV-14,43,tt9587732,5.9,944.0
3786,ts251378,Mystery Lab,SHOW,"Host Felipe Castanhari explores science, history, mysteries and marvels, uncovering mind-blowing facts with help from his lab buddies.",2020,TV-PG,37,tt12723962,7.4,769.0
3787,ts90980,It's Bruno!,SHOW,"An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno -- and making sure the neighbors show his pooch the proper respect.",2019,TV-MA,3,tt10186846,7.5,2886.0
3790,ts88937,Shadow,SHOW,"Haunted by a tragic loss, an ex-cop with a rare inability to feel pain strikes out on his own to catch offenders who've eluded Johannesburg police.",2019,TV-MA,43,tt9817236,6.6,956.0
3792,tm886086,Seized,MOVIE,"Hiding out with his son Taylor on the Mexican coast, Nero hopes to put his violent Special Forces career behind him. But after Neroâ€™s home is attacked and Taylor is abducted, the mysterious Mzamo orders Nero to slaughter the members of three rival crime syndicates. If he fails, Taylor will die. Now, with bullets flying and bodies dropping as Nero completes his mission, he races to find Mzamoâ€™s hideout and seek revenge.",2020,R,85,tt7221772,5.2,2173.0
3793,tm889679,Roped,MOVIE,A star cowboy in a traveling rodeo gets thrown off course when he falls in love with the daughter of a tough-minded town councilman.,2020,PG,90,tt8523028,5.4,1391.0
3794,ts85510,Rhythm + Flow,SHOW,"In this music competition show, judges Tip â€œT.I.â€ Harris, Cardi B and Chance the Rapper hit the streets to find the next rap superstar.",2019,TV-MA,57,tt9278032,7.6,1541.0
3795,ts101042,The 43,SHOW,This docuseries disputes the Mexican government's account of how and why 43 students from Ayotzinapa Rural Teachers' College vanished in Iguala in 2014.,2019,TV-MA,56,tt9789272,7.1,140.0
3798,ts218367,Secreto bien guardado,SHOW,"In 1940 Argentina, a Jewish 17-year-old on vacation with her family falls in love with a young Nazi lawyer staying at the same hotel.",2019,TV-MA,30,tt10702412,4.9,188.0
3799,ts90508,Flinch,SHOW,"Harrowing and hilarious tests await the brave and foolhardy, as well as the judges, in this comedy game show. If they flinch, they feel the pain.",2019,TV-PG,24,tt9196244,4.4,703.0
3800,tm455410,Grand-Daddy Day Care,MOVIE,A man has to figure out a way to make extra money when his father-in-law moves in.,2019,PG-13,91,tt8749922,4.9,864.0
3801,ts108593,The Unsettling,SHOW,"Becca, a 16-year-old girl, arrives at her new foster home located in a remote area. Her foster siblings are less than welcoming but none more so than the 11-year-old biological son of their foster parents. Becca tries to keep to herself and adjust to her new home, but strange things start to happen around her, and Becca is uncertain about who or what is responsible.",2019,TV-14,23,tt8680902,5.2,712.0
3802,ts222803,Maradona in Mexico,SHOW,"The Dorados, Culiacan's local team, are at the bottom of the rankings when Maradona arrives, looking for a fresh start. The experts predict disaster.",2019,TV-MA,37,tt11168104,7.3,1119.0
3804,ts236182,Brews Brothers,SHOW,"Two rival brothers must work together to keep their brewery in business, but shenanigans keep foaming up their company with chaos.",2020,TV-MA,11,tt10930958,5.1,1944.0
3807,ts226403,The Circle Brazil,SHOW,"In this fun reality competition, online players try their best to flirt, bond and catfish their way to a R$300,000 prize.",2020,TV-MA,49,tt9581782,6.8,761.0
3808,tm428506,The Man Who Feels No Pain,MOVIE,"Leveraging his ability to withstand pain, a young man trains to follow in the footsteps of his martial arts hero.",2019,PG,136,tt8055888,7.3,7700.0
3810,ts218890,Drifting Dragons,SHOW,"Dragons, the rulers of the sky. To many people on the surface, they are a dire threat, but at the same time, a valuable source of medicine, oil, and food. There are those who hunt the dragons. They travel the skies in dragon-hunting airships. This is the story of one of those ships, the â€œQuin Zaza,â€ and its crew.",2020,TV-14,24,tt11418344,6.0,569.0
3811,ts89361,The Idhun Chronicles,SHOW,"After a necromancer takes over the magical world of Idhun, two adolescent earthlings help fight an assassin sent to kill all Idhunese refugees on Earth.",2020,TV-14,27,tt9731266,5.3,563.0
3815,ts252141,Alien TV,SHOW,"Alien reporters Ixbee, Pixbee and Squee travel to a lovely but odd planet called Earth, where they attempt to make sense of humans and their hobbies.",2020,TV-Y7,23,tt12765530,6.3,293.0
3821,ts223242,Was It Love?,SHOW,"After 14 years devoid of romance, a struggling movie producer and single mom faces the unexpected arrival of 4 men into her lifeâ€”an author, an actor, a CEO, and a younger manâ€”who might just revive her dormant desire for love.",2020,TV-MA,69,tt12525622,7.1,870.0
3822,ts251618,Tiny Creatures,SHOW,Little animals embark on big adventures across the U.S. in a dramatic nature series that explores their hidden worlds and epic survival stories.,2020,TV-PG,25,tt12759334,5.0,1210.0
3825,ts251061,Legend of Exorcism,SHOW,"In the twelve years of Tianbao, Kong Hongjun, a handsome young man who is not familiar with the world, left the Yaojin Palace on the Taihang Mountain with three important tasks, and came to Chang'an, which is full of prosperity. Kong Hongjun first entered the Datang Exorcism Division, and the head supervisor was actually Long Wujun general Li Jinglong who had dealt with it not long ago. But he accidentally broke the Chen's heart lamp, and the heart lamp entered Li Jinglong's body. In the light and shadow of the lamp, there are the bright red lights of Pingkangli, the exorcism of the sycamore in the summer sunshine, the vast sky and sand and flying snow, the peaceful singing of Artai. Mo Rigen and Lu Xu picked off early morning leaves, Qiu Yongsi's flying strokes. Adaptation of Fei Tian Ye Xiang's (éžå¤©å¤œç¿”) web novel of the same name.",2020,TV-14,21,tt14994658,7.7,80.0
3830,ts250871,The Business of Drugs,SHOW,"To detail how drugs push people into risky â€” even deadly â€” behaviors, a former CIA analyst investigates the economics of six illicit substances.",2020,TV-MA,44,tt12588416,7.2,1646.0
3832,ts243256,Social Distance,SHOW,"Shot in isolation, this tragicomic anthology series features both dark and funny takes on how people strive to stay connected while staying apart.",2020,TV-MA,20,tt14773740,5.7,651.0
3833,ts224796,The Ghost Bride,SHOW,"In 1890s Malacca, Li Lan finds herself in the afterlife and becomes mired in a mystery linked to the sinister, deceased son of a wealthy family.",2020,TV-14,51,tt9690302,6.3,716.0
3834,tm857051,Forensic,MOVIE,A forensic analyst and an investigation officer are on a chase to hunt down a gruesome serial killer and crack one of the most famous cold cases in the history of their departments.,2020,PG-13,134,tt10187680,6.8,4813.0
3835,tm458328,Badla,MOVIE,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,2019,PG-13,120,tt8130968,7.8,27130.0
3836,tm931330,BLACKPINK: Light Up the Sky,MOVIE,Record-shattering Korean girl band BLACKPINK tell their story â€”  and detail the hard fought journey of the dreams and trials behind their meteoric rise.,2020,PG-13,79,tt13058290,7.5,6319.0
3837,ts105608,Puerta 7,SHOW,"An unflinching exploration of Argentina's infamous soccer ""barra bravas,"" bare torso-ed soccer fans feared by the public and even police responsible for fatalities at soccer matches.",2020,TV-MA,41,tt9170386,5.6,542.0
3841,ts89315,Huge in France,SHOW,Famous comedian Gad Elmaleh moves to LA to reconnect with his son and must learn to live without the celebrity perks he's accustomed to in France.,2019,TV-MA,30,tt8009602,6.8,2809.0
3842,ts269157,Room 2806: The Accusation,SHOW,This docuseries follows the 2011 sexual assault case involving French politician Dominique Strauss-Kahn,2020,TV-MA,49,tt13540900,7.0,2298.0
3843,tm823302,Alice JÃºnior,MOVIE,"This is the story of Alice Junior, a transgender girl full of life, who wants to give her first kiss, but first, she just wants to be who she really is.",2019,PG-13,90,tt8217188,6.8,532.0
3844,tm847623,Rogue Warfare: Death of a Nation,MOVIE,"After rescuing Daniel from the terrorist Black Mask Organization, the team uncovers plans for a deadly bomb set to detonate in 36 hours that threatens world order. With no time to recover, Daniel must throw his life back on the line as he and his elite team of soldiers race against time to find the bomb and defeat their enemy once and for all. Outnumbered and overmatched, each soldier must find their inner strength and skill to overcome insurmountable odds.",2020,R,103,tt7983744,3.4,370.0
3848,ts103935,BolÃ­var: Una lucha admirable,SHOW,"Depicts the life and loves of Venezuelan Gen. SimÃ³n BolÃ­var, who helped liberate several Latin American countries from Spain.",2019,TV-MA,52,tt9327242,7.3,743.0
3850,ts223084,Nowhere Man,SHOW,"Two nefarious schemes taking place 10 years apart entangle a dauntless triad member, who must break out of prison to rescue a loved one.",2019,TV-MA,56,tt10895588,5.6,360.0
3852,ts100354,MonzÃ³n: A Knockout Blow,SHOW,The story about Argentinian boxer Carlos MonzÃ³n in his career and life in prison.,2019,TV-MA,45,tt9852660,7.9,717.0
3859,tm880059,All Day and a Night,MOVIE,A young man who committed a homicide deals with the repercussions of his action.,2020,R,121,tt3993886,5.9,3627.0
3861,ts253288,Felipe Esparza: Bad Decisions,SHOW,"Two live performances, one in English and one in Spanish. No matter the language, Felipe Esparza is muy muy.",2020,TV-MA,62,tt12875768,5.4,166.0
3862,tm474862,Bennett's War,MOVIE,"After surviving an IED explosion in combat overseas, a young soldier with the Army Motorcycle Unit is medically discharged with a broken back and leg. Against all odds he trains to make an impossible comeback as a motocross racer in order to support his family.",2019,PG-13,95,tt7370952,6.0,858.0
3865,ts89340,Crime Diaries: The Candidate,SHOW,"In 1994, Mexican presidential candidate Luis Donaldo Colosio's assassination sends his dying widow racing to uncover who did it.",2019,TV-MA,37,tt9327348,7.5,803.0
3869,ts270439,Best Leftovers Ever!,SHOW,"Home cooks compete to transform leftovers into delicious creations, finding ways to give old leftovers new life, all in the hopes of winning a $10,000 prize.",2020,TV-G,36,tt13563634,5.6,515.0
3871,ts217356,Betaal,SHOW,A remote village becomes the arena of a breathless battle when an undead East India Company officer and his battalion of zombie redcoats attack a squad of modern-day soldiers.,2020,TV-MA,47,tt10651790,5.4,8884.0
3876,tm932595,A Babysitter's Guide to Monster Hunting,MOVIE,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.",2020,PG,94,tt4844150,5.4,4067.0
3878,ts254537,"Good Morning, VerÃ´nica",SHOW,"While hunting for a dating-site predator, an underused cop discovers a husband and wife with a horrific secret â€” and a web of conspiracy hiding it.",2020,TV-MA,45,tt12987918,7.6,3552.0
3879,ts268758,Mismatched,SHOW,"After a disastrous set-up by their families, two teens strike up a tentative friendship at their summer program - but deeper feelings aren't far behind.",2020,TV-MA,32,tt12719250,5.5,3712.0
3880,tm918962,Fearless,MOVIE,A teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.,2020,PG,89,tt8675288,4.9,1706.0
3882,ts86365,Rilakkuma and Kaoru,SHOW,"Kaoru's unexpected new roommate is Rilakkuma, a bear with a zipper on its back that spends each day just lazing around -- but is impossible to hate.",2019,TV-PG,12,tt9348716,8.3,1579.0
3883,tm466832,Dragon Quest: Your Story,MOVIE,Luca follows in his father's footsteps to rescue his mother from evil Ladja. Finding the heavenly hero who wields the Zenithian sword is his only hope.,2019,PG,103,tt10127562,6.5,2780.0
3884,ts218504,Hello Ninja,SHOW,"When Wesley puts his hands together, bows to his reflection and says the words, ""Hello, Ninja"" his surroundings instantly transform into an enchanting Ninja world.",2019,TV-Y,13,tt10687170,6.7,119.0
3886,tm945825,Bobbleheads: The Movie,MOVIE,"Get ready for a big shake-up when misfit bobbleheads take on trashy humans and a slobbery dog who crash their home with plans to swap a new baseball player bobblehead for a valuable one of them. With some guidance from Bobblehead Cher, they find the courage to bobble-up for an outrageous battle of wits and wobble.",2020,PG,82,tt13292206,2.4,349.0
3888,tm474548,Good Sam,MOVIE,A news reporter looks into who has been anonymously leaving large cash gifts on random doorsteps in New York.,2019,PG,90,tt9032888,5.7,2890.0
3890,ts89330,Stay Tuned!,SHOW,"She's the most unlikely candidate to ever stumble into the role of a reporter, and sheâ€™s keeping everyone on their toes with her eccentric ways.",2019,TV-14,46,tt10088086,7.5,343.0
3894,tm933639,Wish Upon a Unicorn,MOVIE,"Two children discover that their mother is gone. The youngest of the pair, adventurer and upcomming singer, Long Johnson forces his older sister, Lily Johnson, to hunt down a unicorn with magical blood.",2020,PG,93,tt10798660,5.4,176.0
3895,tm847805,Ludo,MOVIE,"Ludo is about the butterfly effect and how, despite all the chaos and crowd of the world, all our lives are inextricably connected. From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",2020,PG-13,150,tt7212754,7.6,37528.0
3896,tm938227,Dolly Parton's Christmas on the Square,MOVIE,A rich and nasty woman returns to her hometown to evict everyone but discovers the true meaning of Christmas thanks to the local townsfolk â€“ and an actual angel. Features 14 original songs with music and lyrics by Dolly Parton!,2020,PG,98,tt10627548,5.2,2675.0
3903,ts250803,Say I Do,SHOW,"In this reality show, couples overcome obstacles to celebrate their love in surprise dream weddings designed by three experts in less than a week.",2020,TV-14,55,tt12540060,7.7,527.0
3904,ts79695,Sintonia,SHOW,"Told through three different characters' perspectives, the story of Sintonia explores the interconnection of the music, drug traffic, and religion in SÃ£o Paulo. In the quest to be somebody, many paths will converge.",2019,TV-MA,44,tt8165086,6.7,1067.0
3910,tm849131,I Am Vengeance: Retaliation,MOVIE,A former special-forces soldier is given the opportunity to bring the man who betrayed his team on their final mission in Eastern Europe several years ago - to justice.,2020,R,90,tt8972556,3.4,3048.0
3912,ts90640,The Writer,SHOW,"When accused of a murder eerily parallel to a plot in his novel, a best-selling crime writer must navigate a web of hidden enemies.",2019,TV-14,34,tt10312958,8.199999999999998,30.0
3916,ts262037,Bread Barbershop,SHOW,"In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.",2020,TV-Y,11,tt12912830,7.3,125.0
3925,ts243189,Booba: Food Puzzle,SHOW,"In a cozy kitchen, in the spotlight meet everyone's favorite, Booba. Today he's a chef and co-hosting a cooking show. Gather in front of the screen with your parents or friends and cook with Booba. As usual, Booba is curious, impetuous, and has a wild imagination. Together with his friends Loola and Spike, Booba will show you how to make funky and tasty dishes. Best of all, when you're finished you can eat them all.",2020,TV-Y,3,tt12319946,8.3,30.0
3929,tm452929,The Little Switzerland,MOVIE,The discovery of the tomb of William Tellâ€™s son in a town in the Basque Country spurs the village's cantankerous citizens to lobby for Swiss annexation.,2019,PG-13,86,tt9100028,4.8,1245.0
3932,tm973536,Kevin Hart: Zero F**ks Given,MOVIE,"Kevin Hart serves up laughs and brick oven pizza from the comfort of his home, and dishes on male group chats, sex after 40 and life with COVID-19.",2020,R,69,tt13433082,6.0,3342.0
3935,ts86940,COMEDIANS of the world,SHOW,Global stand-up comedy series features a diverse set of comics from 13 regions bringing their perspectives on what's funny around the world.,2019,TV-MA,30,tt8685446,6.5,450.0
3937,ts214462,The Queen and the Conqueror,SHOW,"This is the story of Catalina, the indigenous woman who gave away her soul, her heart and her life to a conqueror. ""The Queen and the Conqueror"" rebuilds one of the first love stories that took place in America, between an indigenous woman and a Spaniard. After establishing the city of Cartagena, Pedro de Heredia, motivated by the need to save his brother, betrays Catalina. Heartbroken, she escapes, only to come back 18 years later, as a grown woman. In her soul, her only mission is: revenge. To end Pedro de Heredia's life, the same way that he, after making her fall for him, ended hers.",2020,TV-14,46,tt10348700,6.6,172.0
3938,tm833382,Keeping the Bees,MOVIE,"AyÅŸe returns to her hometown in northeastern Turkey to nurse her gravely ill mother. Before she dies, Ayseâ€™s mother tells her that she will leave Ayse her much loved bee hives to manage. Ayseâ€™s modern life has moved her away from the mountains of her childhood â€“ a life in which the bees and their honey were central. But she puts her city life on hold to manage the bees, which provide a distraction from her grief. Ayse slowly starts to work with the local bee keeper to manage the hives but finds the lessons of her childhood are buried deep and the hives are more difficult to manage than she remembers. Ayseâ€™s failure to pay needful attention to local advice sees her mothers bee hives seriously damaged, if not lost forever. Whatâ€™s more a Caucasian bear becomes a real threat to her hives and her life.",2019,PG-13,93,tt12285116,5.8,803.0
3940,ts251272,Skin Decision: Before and After,SHOW,Skin and beauty expert Nurse Jamie and plastic surgeon Dr. Sheila Nazarian use the latest procedures to bring out their clients' best selves.,2020,TV-MA,36,tt12588326,5.8,405.0
3941,ts269073,The Fabulous Lives of Bollywood Wives,SHOW,"Cameras follow the banter and bonding between four fun-loving women from Bollywood's inner circle as they juggle professions, family and friendship.",2020,TV-MA,32,tt13452100,5.3,9666.0
3953,ts214192,El Final del ParaÃ­so,SHOW,Catalina Santana's new mission will force her to face demons that threaten to destroy her and her family.,2019,TV-MA,50,tt10367818,5.1,208.0
3954,ts104483,Typewriter,SHOW,"Three young friends in Goa plan to search an old villa for ghosts, but when a new family moves in, the home's buried past resurfaces in chilling ways.",2019,TV-MA,50,tt9310372,6.5,3788.0
3962,tm814894,ParchÃ­s: the Documentary,MOVIE,"The spotlight's on ParchÃ­s, a record company-created Spanish boy/girl band that had unprecedented success with Top 10 songs and hit films in the '80s.",2019,PG-13,105,tt10511826,6.8,535.0
3963,tm816992,Double World,MOVIE,"Seeing the neighboring country become more and more powerful, a warlord organizes a competition to reveal the best warriors. A young man is eager to bring honour to his clan.",2020,PG-13,110,tt10508838,6.1,4064.0
3966,ts269740,How To Ruin Christmas,SHOW,Prodigal daughter Tumi tries to make things right after completely ruining what should have been her sister's picture-perfect Christmas wedding.,2020,TV-MA,50,tt13492362,6.1,488.0
3968,ts87489,Trigger Warning with Killer Mike,SHOW,"In this funny and provocative series, rapper and activists Killer Mike puts his revolutionary ideas about achieving social change into action.",2019,TV-MA,26,tt9426194,6.9,1249.0
3971,ts217389,Masaba Masaba,SHOW,"Real life mom-daughter duo Neena and Masaba Gupta play versions of themselves in this playful, fictional peek into their lives in fashion and film.",2020,TV-MA,31,tt10655506,6.8,1746.0
3976,tm892081,Eric Andre: Legalize Everything,MOVIE,"Comedian Eric Andre presents his very first Netflix original stand-up special. Taking the stage in New Orleans, Andre breaks the boundaries of comedy as he critiques the war on drugs, the war on sex, and the war on fart jokes!",2020,R,52,tt12327104,6.1,2491.0
3977,tm912190,Cargo,MOVIE,"Prahastha, a lonely astronaut, works in a spaceship. Every morning, his spaceship comes close to Earth and Cargos are delivered at the arrival bay. These Cargos are people who have just died on Earth and we learn that Prahastha works for Post Death Transition Services â€” a large, pioneering, bureaucratic company that stores, transitions, and recycles dead people for rebirth. Today, after many years, a young, popular astronaut â€” Yuvishka, trained in cutting edge technology, will join the spaceship as his assistant.",2019,PG-13,113,tt8992946,5.6,2906.0
3983,tm494847,Made in China,MOVIE,"Story of Failed Gujarati Businessman, who jumps into unknown world of China to get once in a life time business idea, which will change his life.",2019,PG,128,tt8983180,6.3,4298.0
3989,ts223308,Astronomy Club: The Sketch Show,SHOW,"With unique individual perspectives that converge into a unified voice, sketch comedy group Astronomy Club delivers a smart and absurd brand of humor.",2019,TV-MA,20,tt10675488,6.9,591.0
3994,ts218307,Styling Hollywood,SHOW,Stylist and interior designer Jason Bolden and husband Adair Curtis of JSN Studio make the magic happen on the red carpet and at home for A-listers.,2019,TV-14,37,tt10715202,6.6,355.0
3995,ts222942,Narcoworld: Dope Stories,SHOW,Documentary series that follows police officers as they hunt out drug smugglers around the world,2019,TV-MA,40,tt11215112,6.6,317.0
3997,ts223110,Sugar Rush Christmas,SHOW,"It's everything you love about ""Sugar Rush"" -- with a holly jolly holiday twist -- in this Christmas-themed spin on competitive baking.",2019,TV-PG,50,tt11168116,6.8,578.0
4000,ts222599,Queer Eye: We're in Japan!,SHOW,"The team of Queer Eye take their gorgeous, uplifting make-over skills to the Land of the Rising Sun.",2019,TV-14,50,tt10971532,8.199999999999998,2560.0
4002,ts112733,Bard of Blood,SHOW,"Political espionage thriller based on ""Bard of Blood,"" by Bilal Siddiqi.",2019,TV-MA,45,tt8069036,6.8,13210.0
4003,ts224906,Find Yourself,SHOW,"A determined entrepreneur navigates a love triangle between a young charmer and an older executive, leading her down an unconventional path to love.",2020,TV-14,45,tt11569628,7.6,201.0
4005,ts104516,21 Again,SHOW,"Five daughters send their mothers undercover as 21-year-olds. From dating to working to activism, the mums will be immersed in their world. Can the mums pull off being 21 Again?",2019,TV-MA,52,tt9315008,5.4,47.0
4007,ts105601,Archibald's Next Big Thing,SHOW,The adventures of a care-free Chicken named Archibald.,2019,TV-Y7,24,tt9165404,7.5,284.0
4009,ts214861,Prank Encounters,SHOW,takes two complete strangers who each think they're starting their first day at a new job. It's business as usual until their paths collide and these part-time jobs turn into full-time nightmares.,2019,TV-MA,25,tt10487072,5.2,2615.0
4013,ts228502,The Iliza Shlesinger Sketch Show,SHOW,"From the mind of Iliza Shlesinger comes a secret world filled with absurd characters, insight into the female experience, and irreverent yet poignant social commentary.",2020,TV-MA,19,tt11092086,5.0,914.0
4018,tm889647,The Stand at Paxton County,MOVIE,A military veteran comes home to find her father harassed by a sheriff intent on confiscating the livestock on their ranch under shady pretenses.,2020,R,102,tt8362228,6.4,1069.0
